Customer_Id,Churn_Prob,Predicted_CLV,ExpectedLoss,Action
37077.0,0.7267649251915299,142.57504,103.61854025992992,Ignore
59173.0,0.4609492669046805,210.74565,97.14305344478623,Ignore
41066.0,0.6522519911526832,117.94355,76.92891540277459,Ignore
50741.0,0.9468422933615218,118.04044,111.7656841575921,Ignore
53639.0,0.7969613426645333,248.8169,198.2974463432446,Retain
39783.0,0.9236468551514125,292.55927,270.22144518893856,Retain
26767.0,0.9443712988253046,54.192184,51.17754361356695,Ignore
20719.0,0.45579206249485343,112.9814,51.496025118129054,Ignore
46947.0,0.6415432552064824,230.5943,147.93621741550518,Retain
31839.0,0.8179622029680511,139.88266,114.41872865873968,Ignore
22249.0,0.9106754730803203,210.34526,191.55626972542848,Retain
15109.0,0.7742992488157849,119.03148,92.16598468363753,Ignore
18622.0,0.6897550550266449,276.7903,190.9175180712659,Retain
56296.0,0.5404359261407067,471.52087,254.82682024753194,Retain
34138.0,0.7247366983546378,72.4875,52.53435363370269,Ignore
51112.0,0.6065799171979489,160.8395,97.5620062234809,Ignore
57057.0,0.9786418751306674,112.53366,110.13015290740849,Ignore
50942.0,0.9566381202185912,358.2264,342.69303939097483,Retain
42384.0,0.9815291899897479,343.65735,337.3097190375889,Retain
26127.0,0.9539608232322989,210.65385,200.9555243319738,Retain
14449.0,0.406199687250568,117.44305,47.70532878641649,Ignore
16823.0,0.7752137733972941,117.57928,91.14907502639895,Ignore
15976.0,0.7356727605110187,249.08,183.2413725351416,Retain
51542.0,0.8228740988579033,270.4584,222.5532159152345,Retain
42676.0,0.6029515498975023,305.72842,184.33942714209343,Retain
56593.0,0.8740952583834476,113.382996,99.1075388400515,Ignore
37689.0,0.8617244144257156,295.99915,255.0696903332319,Retain
26058.0,0.6257673344271862,336.82437,210.77368902222457,Retain
38941.0,0.5541497411633953,211.299,117.09128392579161,Retain
19919.0,0.7672899901221439,117.19174,89.92005051811705,Ignore
56625.0,0.8373625271212964,366.32263,306.7448447358649,Retain
33501.0,0.943771123002668,246.56755,232.70333418163125,Retain
40865.0,0.4581905157178446,72.00629,32.99259760184588,Ignore
38256.0,0.2633821015464716,54.168915,14.267122617178282,Ignore
14567.0,0.8491173808385375,198.58328,168.6205166898429,Retain
38178.0,0.5886753751485755,350.97137,206.60820555709722,Retain
24153.0,0.6665010509757459,213.53172,142.3191178111321,Retain
27385.0,0.7913489423581448,209.54892,165.82631595926694,Retain
44937.0,0.953762604572437,118.65286,113.16666322454567,Ignore
38490.0,0.8299860149299539,118.145294,98.05894190703124,Ignore
30549.0,0.8523996269002952,245.5259,209.2861805806407,Retain
50606.0,0.4564442455826908,72.59255,33.13445271703118,Ignore
42084.0,0.5004786069879007,126.26896,63.19491272885916,Ignore
52161.0,0.6473076896756053,112.92411,73.09664501985155,Ignore
32218.0,0.9617873143557293,374.7148,360.3959538681197,Retain
36491.0,0.7139135915806039,286.0784,204.2352577736192,Retain
12227.0,0.7854640985830541,210.42242,165.27925983734696,Retain
13196.0,0.31721483559362007,484.34058,153.64001624168054,Retain
50444.0,0.9140236794767772,117.073524,107.0079736100433,Ignore
24528.0,0.9859259281159649,463.12695,456.6088710952846,Retain
57748.0,0.8407981471408225,295.91937,248.80846015034038,Retain
46349.0,0.6073309867549637,423.37424,257.12829316061186,Retain
54853.0,0.8188080008952278,113.12886,92.63081608797043,Ignore
28082.0,0.6346165691931872,232.17657,147.34310128760188,Retain
20444.0,0.731744670380201,421.74042,308.60630277525394,Retain
51472.0,0.916134324039937,306.37555,280.68115677535025,Retain
45606.0,0.9239238182621965,524.2656,484.3814980336169,Retain
47238.0,0.7954878352250918,118.43551,94.21400645184094,Ignore
18609.0,0.8523996269002952,248.45575,211.78358818502227,Retain
39387.0,0.4941853056837898,73.05978,36.1050678870452,Ignore
47027.0,0.7805710450890031,54.15291,42.27019224600668,Ignore
31526.0,0.9801602710870291,457.7723,448.69022984808817,Retain
25308.0,0.7175969094885696,231.16031,165.8799232184936,Retain
47320.0,0.5496344987214077,140.02359,76.96179574712963,Ignore
52527.0,0.8517225553666846,405.347,345.2431697579347,Retain
17333.0,0.8324097555954605,118.3463,98.51261317508427,Ignore
26223.0,0.6827147594245861,518.2707,353.8310500668751,Retain
22734.0,0.4462655616133343,307.34338,137.15676777476853,Retain
54066.0,0.9071819947525324,262.18073,237.84563317975713,Retain
55093.0,0.7842765655175172,54.162514,42.478390250242136,Ignore
49436.0,0.823657959354664,111.91468,92.17941734677431,Ignore
41257.0,0.7468327376660331,418.1062,312.25539885633657,Retain
55433.0,0.4806339460152378,140.24379,67.4059260345937,Ignore
13366.0,0.944519806679793,210.28392,198.61732773837193,Retain
41451.0,0.49358300297994995,186.36983,91.98897900903181,Ignore
42588.0,0.5288863048046639,278.8842,147.4980264914676,Retain
26754.0,0.9942564063634378,557.35187,554.1506650352726,Retain
34365.0,0.40406303121822057,71.910324,29.056303530389044,Ignore
49745.0,0.7917414480354361,53.27858,42.18285985038225,Ignore
53213.0,0.9951389645850194,472.028,469.73347023827614,Retain
43735.0,0.8329554948496641,398.1542,331.64473312068253,Retain
14760.0,0.8966025202029647,282.84473,253.59929466205594,Retain
44410.0,0.9362820582177984,291.57364,272.9951667663403,Retain
53552.0,0.9818417477481051,117.81191,115.67265411050295,Retain
39696.0,0.36578793968346457,117.77367,43.080186774779484,Ignore
22235.0,0.9701972536654471,562.92975,546.1528960353893,Retain
42599.0,0.58159461729395,191.11067,111.14893814092572,Ignore
27079.0,0.3316343164186005,54.299862,18.007697585470385,Ignore
57745.0,0.9560751804887508,112.52631,107.58361575860924,Ignore
20917.0,0.7012507512248727,233.41129,163.6798392313871,Retain
54446.0,0.6248024210424115,140.06743,87.51446849150929,Ignore
55746.0,0.9735001796742624,652.34,635.053133352512,Retain
58534.0,0.6601571419114451,171.67598,113.33312403699595,Ignore
53957.0,0.4984214446801743,117.9965,58.811985054146035,Ignore
53395.0,0.8822797641126211,248.95354,219.6466678881619,Retain
52267.0,0.89518952084559,72.17822,64.61318855513474,Ignore
29085.0,0.9892838099754083,113.23684,112.0233718067703,Ignore
56399.0,0.866895031907249,113.46076,98.35857091495193,Ignore
27009.0,0.4313283231696538,228.66978,98.63175472774839,Ignore
35336.0,0.5408958397708276,139.53572,75.47429089377177,Ignore
26503.0,0.9730997132926301,473.89963,461.1515918302898,Retain
50579.0,0.6949032684348999,117.6142,81.73048975492165,Ignore
54326.0,0.6810256110140076,117.57928,80.07449898778029,Ignore
23420.0,0.983082715484524,464.04407,456.19370186717873,Retain
32534.0,0.8199173640304777,72.246704,59.23632718684302,Ignore
22902.0,0.6353124856166293,135.66144,86.18740537066118,Ignore
40170.0,0.6506627477497661,292.84006,190.54011638154583,Retain
18701.0,0.655059289373959,269.89282,176.79580036045252,Retain
10773.0,0.49565891727126316,211.82213,104.99152676523961,Ignore
41607.0,0.47248606616499983,412.89435,195.08682629657147,Retain
26936.0,0.9119421807052251,117.789085,107.41683539217412,Ignore
56518.0,0.9289505225575153,245.5579,228.11114612284783,Retain
44722.0,0.42481066130482187,72.53074,30.811831127540238,Ignore
39332.0,0.3745618037378196,54.299862,20.33865421895964,Ignore
39095.0,0.6000417832205216,113.12886,67.88204317230421,Ignore
55428.0,0.9701221473073464,497.2773,482.419734920265,Retain
16481.0,0.7974500783258655,234.61931,187.09718591750135,Retain
23129.0,0.6193313137784434,212.9071,131.8600367379108,Retain
39272.0,0.5557643111341227,174.02803,96.71856843078757,Ignore
54296.0,0.9779069955536212,388.2854,379.70700931333096,Retain
50254.0,0.8523996269002952,245.5259,209.2861805806407,Retain
